age,gender,device_type,ad_position,browsing_history,time_of_day,click
missing,Female,Mobile,Side,News,missing,1
28.0,Female,missing,Side,Education,Afternoon,0
45.0,Male,Desktop,Side,missing,Afternoon,0
59.0,missing,missing,Top,missing,Night,1
43.0,missing,Mobile,Side,Entertainment,Night,1
missing,Male,missing,Bottom,missing,missing,1
missing,Female,Mobile,missing,Entertainment,Morning,1
20.0,Male,Desktop,Bottom,missing,Morning,1
58.0,missing,Mobile,Side,missing,Morning,1
40.0,missing,Tablet,Bottom,missing,Morning,1
63.0,Female,Desktop,Side,Shopping,Evening,0
missing,missing,Desktop,missing,missing,missing,1
56.0,missing,Mobile,Bottom,missing,Night,1
missing,missing,Desktop,missing,Education,Evening,1
missing,missing,Desktop,missing,missing,Night,1
missing,missing,Mobile,Bottom,missing,Night,0
38.0,missing,Desktop,Side,missing,Afternoon,1
missing,missing,Mobile,missing,Entertainment,Afternoon,1
missing,missing,missing,Bottom,Education,Morning,1
missing,Non-Binary,missing,Side,Entertainment,missing,1
missing,Female,missing,Bottom,missing,missing,1
51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
missing,Male,Desktop,missing,missing,Night,0
62.0,Female,Mobile,missing,missing,Afternoon,0
21.0,Male,missing,Top,Education,Evening,0
missing,missing,missing,Top,missing,missing,0
missing,Female,Mobile,Side,missing,missing,0
missing,missing,missing,Side,missing,Night,1
29.0,missing,missing,missing,Shopping,Morning,1
49.0,Female,Tablet,missing,missing,Night,0
31.0,missing,Desktop,Side,Education,missing,0
60.0,missing,Desktop,Bottom,missing,Evening,0
49.0,Female,missing,Side,Entertainment,Evening,0
missing,missing,Mobile,Top,missing,Morning,0
34.0,Non-Binary,Mobile,Bottom,missing,Afternoon,1
missing,Male,Desktop,missing,missing,Night,1
55.0,Male,missing,missing,missing,missing,0
missing,Female,Mobile,Side,missing,Night,0
35.0,Female,Tablet,Top,Education,Evening,1
34.0,missing,missing,Bottom,Entertainment,Morning,1
missing,missing,missing,missing,News,Morning,1
20.0,Male,Tablet,missing,missing,Morning,0
missing,missing,missing,missing,missing,Evening,0
39.0,Male,Desktop,Side,missing,Night,1
39.0,missing,Tablet,Side,Shopping,missing,0
34.0,Female,Tablet,missing,Shopping,missing,0
40.0,missing,missing,Side,missing,Morning,0
missing,Female,missing,Bottom,Education,Evening,1
missing,Non-Binary,Tablet,Bottom,Social Media,Evening,1
39.0,Male,Mobile,Side,Entertainment,Night,0
57.0,Male,missing,Side,Education,Morning,1
25.0,missing,Mobile,Bottom,missing,Afternoon,1
56.0,Female,Mobile,Bottom,Social Media,Afternoon,0
31.0,missing,Desktop,missing,missing,Night,1
37.0,Female,missing,Top,missing,Afternoon,0
50.0,missing,Desktop,Top,missing,missing,0
missing,Male,missing,Top,missing,Evening,1
34.0,missing,Mobile,Bottom,Social Media,Morning,1
22.0,Female,missing,Top,missing,missing,1
23.0,Female,missing,Bottom,Entertainment,Evening,1
37.0,Male,Mobile,Side,News,missing,0
missing,Non-Binary,Tablet,missing,missing,missing,1
23.0,missing,Tablet,missing,missing,missing,1
40.0,missing,missing,missing,missing,Afternoon,1
21.0,Female,Mobile,Side,Social Media,Night,1
40.0,missing,Desktop,Top,Social Media,Night,0
28.0,Female,Mobile,Top,Education,Evening,0
48.0,missing,Mobile,Side,missing,Night,1
missing,missing,Mobile,missing,Shopping,missing,0
missing,Male,Mobile,Top,missing,Afternoon,1
missing,missing,Desktop,Top,missing,Morning,1
57.0,missing,Mobile,Bottom,Shopping,missing,0
missing,Male,Mobile,Top,missing,missing,0
61.0,Female,Tablet,missing,missing,missing,1
21.0,Female,missing,missing,Social Media,Night,1
missing,missing,Tablet,missing,Education,missing,0
missing,missing,Mobile,Top,News,missing,1
missing,Male,Mobile,Bottom,missing,Morning,0
missing,missing,Mobile,Bottom,missing,Morning,1
20.0,Male,missing,Side,missing,Morning,0
18.0,missing,Tablet,Bottom,missing,missing,0
62.0,missing,Desktop,Side,Education,Morning,1
missing,Male,Tablet,Top,Entertainment,Afternoon,0
missing,Female,missing,Top,missing,Afternoon,1
38.0,missing,Desktop,missing,missing,missing,0
27.0,missing,missing,Side,News,Afternoon,1
37.0,Female,missing,missing,missing,Afternoon,1
29.0,missing,Tablet,Bottom,missing,missing,1
missing,Female,Tablet,Bottom,missing,Morning,1
40.0,missing,Tablet,Bottom,missing,Morning,0
missing,missing,Mobile,missing,missing,Afternoon,1
37.0,missing,Desktop,Bottom,missing,missing,1
30.0,Non-Binary,Tablet,missing,News,missing,1
57.0,Male,Tablet,missing,Education,missing,1
missing,Female,Mobile,Top,missing,Afternoon,1
24.0,missing,Desktop,missing,missing,Morning,1
40.0,Non-Binary,missing,Top,missing,Night,0
missing,missing,Mobile,Bottom,Education,missing,1
missing,missing,Mobile,Bottom,Social Media,Afternoon,1
44.0,Male,Tablet,Side,missing,missing,1
missing,Female,Tablet,missing,Entertainment,Night,0
missing,missing,Tablet,Bottom,News,Evening,1
missing,missing,Tablet,Side,Education,missing,1
missing,Female,Tablet,Bottom,News,missing,1
missing,Female,Mobile,Bottom,missing,Night,1
missing,Male,Tablet,Top,missing,Morning,1
missing,Non-Binary,Tablet,missing,Social Media,Afternoon,1
43.0,missing,Desktop,Top,missing,missing,1
missing,missing,Desktop,Bottom,Shopping,missing,1
missing,Non-Binary,Tablet,Top,Shopping,missing,0
29.0,missing,Desktop,Bottom,missing,missing,1
54.0,Male,Tablet,missing,Education,Evening,1
missing,Female,Mobile,Bottom,missing,Evening,1
33.0,missing,Desktop,Top,Education,Afternoon,1
32.0,missing,Mobile,Bottom,News,Evening,0
63.0,Female,Desktop,missing,missing,Afternoon,0
29.0,missing,Desktop,Bottom,Education,Afternoon,1
61.0,Female,Tablet,Bottom,missing,Evening,1
43.0,Male,Mobile,Bottom,missing,Evening,1
27.0,Non-Binary,Mobile,Bottom,missing,Morning,1
missing,Male,Mobile,Bottom,Education,Morning,1
33.0,missing,missing,Bottom,News,Evening,1
29.0,missing,missing,Bottom,missing,missing,1
35.0,missing,missing,Top,missing,Evening,0
20.0,missing,Mobile,Top,missing,Morning,0
54.0,missing,Desktop,Top,Entertainment,Morning,0
missing,missing,Desktop,Side,missing,Night,1
missing,missing,missing,Bottom,missing,Evening,1
missing,missing,Desktop,missing,News,Evening,1
47.0,Non-Binary,Mobile,missing,missing,missing,0
40.0,Non-Binary,Tablet,Side,News,Morning,0
missing,Male,missing,Bottom,missing,Morning,1
48.0,missing,Desktop,Side,Shopping,Evening,0
missing,missing,Tablet,Top,missing,Evening,1
31.0,missing,Desktop,Side,missing,Morning,1
missing,missing,missing,missing,missing,Evening,0
missing,missing,Mobile,Side,Social Media,Afternoon,1
44.0,Non-Binary,Desktop,missing,Entertainment,Afternoon,0
missing,missing,Desktop,missing,missing,Evening,1
57.0,Non-Binary,Tablet,Bottom,missing,Afternoon,0
46.0,Female,Tablet,missing,missing,missing,1
missing,missing,missing,Top,Social Media,missing,1
62.0,Male,Mobile,Top,Social Media,missing,1
54.0,Non-Binary,missing,Bottom,missing,Evening,0
38.0,missing,Desktop,Side,missing,Afternoon,1
missing,missing,Desktop,Top,missing,Evening,0
missing,missing,missing,Bottom,News,Afternoon,0
missing,Female,missing,Bottom,missing,missing,1
54.0,Female,Tablet,Top,Education,Night,1
59.0,missing,Tablet,missing,missing,Afternoon,0
26.0,Non-Binary,Tablet,Top,missing,Morning,1
38.0,missing,Tablet,Side,missing,Evening,0
missing,Non-Binary,Mobile,Side,missing,Night,0
52.0,Female,Desktop,Bottom,missing,missing,1
26.0,missing,Mobile,Side,missing,Afternoon,1
missing,missing,missing,Side,missing,missing,1
missing,Female,missing,Side,missing,Morning,0
missing,Female,Mobile,Bottom,Entertainment,Afternoon,1
56.0,Female,Tablet,Bottom,missing,Morning,1
missing,Female,Mobile,Top,Education,Morning,1
34.0,missing,Mobile,Top,Education,Evening,1
missing,missing,Desktop,Side,Entertainment,Afternoon,1
missing,Non-Binary,missing,Side,missing,Evening,1
45.0,missing,Mobile,Bottom,missing,Night,1
36.0,Non-Binary,Desktop,Bottom,Shopping,Night,0
64.0,missing,Mobile,Bottom,Social Media,Night,0
missing,Male,Tablet,Top,Social Media,missing,1
missing,Non-Binary,missing,missing,News,Night,0
missing,missing,Desktop,Top,missing,missing,1
45.0,missing,Desktop,Side,Shopping,missing,1
28.0,Male,Mobile,Side,missing,Afternoon,1
42.0,missing,missing,Side,Shopping,Morning,1
24.0,Male,Mobile,missing,Entertainment,Night,1
missing,missing,Desktop,Side,News,Morning,0
32.0,Female,Desktop,Side,News,Afternoon,0
missing,missing,missing,missing,missing,Evening,1
missing,Female,Tablet,Side,missing,Afternoon,1
39.0,missing,missing,Top,Entertainment,Night,1
48.0,Non-Binary,Mobile,Top,News,Morning,0
missing,missing,Mobile,Top,missing,Afternoon,1
missing,Non-Binary,Desktop,Top,Shopping,Afternoon,0
missing,Female,Mobile,missing,missing,Night,1
missing,Non-Binary,missing,Top,missing,Afternoon,1
27.0,missing,Tablet,Bottom,Education,Evening,0
43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
27.0,missing,Tablet,Side,missing,missing,1
43.0,Male,Tablet,Bottom,Education,Afternoon,1
missing,missing,Tablet,Side,Education,Evening,1
19.0,missing,Mobile,Top,Education,Evening,0
missing,missing,missing,Bottom,News,Morning,0
33.0,missing,Desktop,Top,Education,Afternoon,1
missing,missing,Desktop,Side,News,Evening,0
25.0,missing,missing,Bottom,missing,missing,1
missing,missing,Desktop,Top,missing,missing,1
missing,missing,Desktop,Top,Social Media,Night,0
35.0,Male,Tablet,Bottom,Education,missing,0
missing,Non-Binary,Tablet,Bottom,Education,missing,1
missing,Non-Binary,Tablet,missing,Shopping,Night,0
missing,missing,Mobile,Bottom,missing,Morning,1
missing,missing,Tablet,Bottom,missing,Night,0
missing,missing,Desktop,missing,missing,missing,0
missing,missing,Desktop,Side,News,Afternoon,0
49.0,missing,missing,Side,missing,Morning,0
56.0,Female,Desktop,Bottom,missing,Night,0
missing,missing,Tablet,missing,Education,missing,0
34.0,missing,Tablet,Top,missing,Morning,1
missing,Female,Tablet,missing,missing,missing,0
missing,Female,Mobile,Side,missing,Afternoon,0
26.0,Male,Desktop,Bottom,missing,Afternoon,0
19.0,missing,Mobile,Top,Entertainment,missing,0
55.0,missing,Mobile,missing,Social Media,Evening,0
missing,Non-Binary,Desktop,Bottom,missing,missing,0
missing,missing,Desktop,missing,Social Media,Morning,0
40.0,Female,Tablet,missing,missing,Morning,1
missing,missing,Mobile,missing,News,Morning,0
missing,Male,Tablet,missing,missing,Morning,0
missing,Female,Mobile,Top,Education,Afternoon,1
34.0,Male,Mobile,Top,Entertainment,missing,1
missing,Male,Mobile,Bottom,News,Night,0
37.0,missing,Desktop,Bottom,missing,Afternoon,1
46.0,missing,Desktop,Top,Shopping,Morning,1
missing,missing,Desktop,missing,missing,Night,1
missing,missing,Desktop,Bottom,missing,missing,0
missing,Non-Binary,Mobile,Side,missing,missing,0
missing,Female,missing,Top,missing,Morning,1
missing,missing,Desktop,missing,News,Night,1
18.0,missing,Tablet,Bottom,Education,Afternoon,0
33.0,missing,Desktop,missing,Education,Afternoon,1
36.0,missing,Desktop,Side,Entertainment,Evening,0
41.0,Male,missing,Bottom,Social Media,Night,1
57.0,Female,Tablet,missing,Social Media,missing,0
33.0,Female,Mobile,missing,News,Evening,0
44.0,missing,Mobile,Top,missing,missing,0
62.0,missing,Desktop,Side,Education,Morning,1
missing,Female,Mobile,Bottom,Education,Morning,0
33.0,missing,Desktop,Bottom,missing,Afternoon,0
31.0,missing,missing,missing,Entertainment,missing,1
missing,Male,Desktop,Side,Shopping,Morning,1
missing,missing,Desktop,Bottom,missing,missing,1
20.0,Male,Desktop,missing,missing,Morning,1
missing,missing,missing,Top,Education,Afternoon,1
missing,missing,Mobile,Top,missing,missing,1
missing,Non-Binary,Mobile,missing,missing,Evening,1
42.0,Male,Tablet,Top,Education,Night,0
32.0,Female,Mobile,Side,Shopping,Evening,0
missing,Non-Binary,Mobile,missing,missing,Evening,0
missing,missing,missing,Side,News,Morning,0
missing,missing,Desktop,Side,News,Morning,0
48.0,missing,missing,Side,Social Media,Afternoon,0
45.0,Male,missing,Top,missing,Evening,0
49.0,Male,Mobile,Top,News,Morning,1
41.0,Male,Mobile,Bottom,Entertainment,missing,0
32.0,missing,missing,Side,missing,Evening,0
missing,missing,Mobile,missing,Social Media,Night,0
missing,Female,Desktop,missing,missing,Evening,1
missing,missing,Mobile,Side,missing,Evening,0
missing,Male,missing,Side,missing,Afternoon,1
missing,Non-Binary,Tablet,missing,missing,missing,1
64.0,Female,Desktop,Bottom,missing,Morning,0
missing,Female,Mobile,Top,Shopping,missing,1
25.0,missing,missing,Bottom,missing,Afternoon,1
missing,Male,Tablet,Top,missing,Afternoon,1
missing,Male,Mobile,missing,missing,Morning,0
missing,missing,Mobile,Side,missing,missing,1
missing,missing,Desktop,Side,missing,missing,1
missing,missing,missing,Side,Social Media,Afternoon,1
missing,missing,Tablet,Bottom,missing,missing,0
missing,missing,Desktop,Side,missing,Night,1
missing,Female,missing,Bottom,Shopping,Night,1
30.0,Female,Tablet,Side,News,Morning,0
missing,Female,Desktop,Bottom,Shopping,missing,1
missing,missing,missing,Top,missing,Night,0
missing,Male,missing,Bottom,Education,missing,1
62.0,Female,Desktop,Side,Education,Morning,1
35.0,missing,Desktop,missing,missing,Afternoon,0
29.0,Male,Mobile,Side,missing,Morning,0
missing,Female,Desktop,Top,missing,Night,1
45.0,missing,Desktop,Side,Shopping,Night,1
missing,Female,missing,missing,Social Media,Evening,0
missing,Female,Tablet,Side,Education,Morning,1
27.0,Female,Tablet,Top,Shopping,Night,0
49.0,Non-Binary,Tablet,Side,missing,Evening,0
50.0,Male,Tablet,Bottom,Entertainment,Morning,0
52.0,Female,Tablet,Top,Education,missing,1
missing,missing,Desktop,Top,missing,Evening,0
21.0,Female,Mobile,Bottom,Entertainment,Evening,0
missing,missing,missing,Side,Social Media,Night,1
missing,Non-Binary,Tablet,Top,missing,Evening,1
62.0,missing,Desktop,missing,News,Morning,1
missing,missing,Mobile,Top,Entertainment,Afternoon,0
missing,missing,Desktop,Bottom,missing,Evening,1
29.0,missing,Tablet,Bottom,missing,Morning,1
29.0,missing,Tablet,Bottom,missing,Morning,1
missing,Non-Binary,Tablet,Bottom,missing,missing,0
19.0,Male,missing,missing,missing,Morning,1
missing,missing,Mobile,Side,Entertainment,Afternoon,0
missing,Male,Desktop,Top,Education,Morning,1
missing,missing,Mobile,missing,Social Media,Afternoon,1
53.0,missing,Mobile,Side,Social Media,Afternoon,0
40.0,missing,Desktop,Bottom,missing,missing,1
20.0,missing,Desktop,Top,missing,Afternoon,1
63.0,missing,Desktop,missing,missing,Afternoon,0
24.0,Male,Desktop,Side,Shopping,missing,1
29.0,Non-Binary,Mobile,Bottom,missing,missing,1
missing,missing,Mobile,missing,missing,Afternoon,1
44.0,Female,missing,Top,Shopping,Afternoon,1
missing,Female,Tablet,Top,Social Media,Morning,0
59.0,missing,Desktop,missing,missing,Afternoon,1
31.0,missing,Desktop,Bottom,Social Media,Night,1
missing,Male,Desktop,Side,Shopping,Evening,1
26.0,missing,Desktop,Top,Shopping,Afternoon,0
missing,missing,Desktop,Bottom,missing,Morning,1
missing,Female,Desktop,Side,missing,Night,1
49.0,Male,missing,Top,Shopping,Morning,1
missing,missing,Tablet,missing,missing,Evening,1
missing,Male,Tablet,Bottom,missing,Night,1
missing,missing,Desktop,Top,News,Afternoon,1
42.0,Non-Binary,Desktop,Side,missing,Morning,0
missing,Female,Mobile,Side,Social Media,missing,1
missing,Non-Binary,missing,Side,missing,missing,1
21.0,Female,Desktop,Side,missing,missing,1
missing,Female,Desktop,Top,missing,missing,1
56.0,missing,missing,Top,Shopping,missing,0
57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
24.0,missing,Desktop,Bottom,missing,Afternoon,0
missing,missing,Mobile,missing,missing,Evening,0
missing,Male,Mobile,missing,News,Afternoon,0
26.0,Male,Desktop,missing,missing,Afternoon,0
37.0,Male,missing,missing,Social Media,Night,0
22.0,missing,Mobile,Top,Social Media,Evening,0
missing,Male,missing,Top,Education,Morning,0
43.0,missing,Desktop,Side,Social Media,Morning,1
missing,missing,Tablet,Top,missing,missing,1
45.0,missing,Tablet,Top,missing,Afternoon,1
missing,missing,Tablet,Bottom,missing,Evening,1
41.0,Female,Desktop,Bottom,missing,missing,1
41.0,Male,missing,Bottom,Education,Morning,0
missing,missing,Mobile,Side,missing,missing,1
missing,Male,Desktop,missing,missing,Morning,1
29.0,missing,Desktop,Bottom,Education,Afternoon,1
40.0,Male,Desktop,Side,Shopping,missing,1
missing,Non-Binary,Tablet,Bottom,missing,Morning,1
40.0,Non-Binary,missing,Side,News,Night,0
missing,Non-Binary,Mobile,missing,missing,Afternoon,1
missing,Female,Desktop,Bottom,missing,Evening,1
33.0,Female,missing,Side,News,Morning,0
57.0,Non-Binary,Mobile,Side,Social Media,Evening,1
35.0,Non-Binary,Tablet,missing,Entertainment,Morning,0
missing,Female,Desktop,Top,missing,Night,1
23.0,Non-Binary,Desktop,Top,missing,Evening,0
missing,missing,Desktop,missing,Entertainment,Night,0
56.0,missing,Mobile,Side,missing,Afternoon,0
missing,Non-Binary,Mobile,Bottom,missing,Afternoon,1
missing,missing,Mobile,missing,News,Morning,0
35.0,missing,missing,missing,missing,Evening,1
missing,missing,Mobile,missing,missing,Night,1
51.0,missing,Mobile,missing,Social Media,Morning,1
20.0,Female,Mobile,Bottom,missing,Afternoon,1
31.0,Male,Desktop,missing,missing,Night,1
missing,missing,Desktop,Bottom,missing,Night,0
36.0,Male,missing,missing,Shopping,Evening,1
19.0,missing,Desktop,missing,missing,Morning,1
missing,missing,missing,Top,missing,missing,1
missing,Female,Mobile,Bottom,missing,Evening,1
missing,Male,Mobile,Top,Entertainment,Afternoon,1
missing,Female,Tablet,Top,News,missing,1
40.0,Female,Desktop,missing,missing,Morning,1
38.0,Female,missing,missing,Shopping,missing,0
missing,missing,Tablet,Bottom,Shopping,missing,0
missing,missing,Tablet,Bottom,Shopping,missing,0
29.0,missing,missing,Bottom,missing,Afternoon,0
23.0,missing,Desktop,Bottom,Entertainment,Evening,1
missing,Female,missing,Bottom,missing,Afternoon,1
44.0,Non-Binary,missing,Side,News,Evening,1
30.0,Non-Binary,Desktop,Side,missing,Morning,1
missing,Male,missing,Bottom,Entertainment,Night,0
62.0,missing,Desktop,Bottom,Social Media,Night,1
53.0,Male,Mobile,Bottom,missing,Night,0
missing,missing,Desktop,Bottom,missing,Evening,1
62.0,missing,missing,Top,Education,Morning,0
48.0,Female,Tablet,missing,missing,Afternoon,1
64.0,Female,Mobile,Top,Entertainment,Afternoon,0
missing,Non-Binary,Tablet,Top,Entertainment,Evening,0
missing,Non-Binary,Mobile,Side,Education,Night,0
missing,missing,Desktop,Top,Entertainment,Afternoon,0
missing,Female,Mobile,Top,Entertainment,missing,0
missing,Female,Mobile,missing,Education,Afternoon,1
29.0,missing,Desktop,missing,Education,Afternoon,1
30.0,Female,missing,Bottom,Entertainment,Afternoon,1
missing,Male,Desktop,missing,Entertainment,Morning,1
26.0,missing,Mobile,Side,missing,Afternoon,1
34.0,Male,Mobile,Bottom,News,missing,0
52.0,Male,Desktop,missing,missing,Night,0
41.0,Male,Desktop,Side,missing,missing,1
missing,missing,Tablet,Top,News,missing,1
missing,Female,Desktop,Top,Entertainment,Morning,1
48.0,missing,Mobile,Side,News,Night,1
63.0,missing,Tablet,missing,missing,Afternoon,0
43.0,Female,Tablet,missing,missing,Morning,0
43.0,Male,Mobile,Bottom,missing,Evening,1
44.0,Non-Binary,Tablet,missing,missing,Evening,0
missing,missing,Tablet,Bottom,Shopping,missing,1
36.0,Female,Desktop,Bottom,missing,Morning,1
47.0,missing,Mobile,Bottom,Shopping,Evening,0
52.0,missing,Tablet,Bottom,missing,Afternoon,1
missing,Female,Desktop,Top,missing,Night,0
